bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,line,model_prob,odds,player_name
FULL GAME TOTAL,2026-04-18,MIA,MIL,,Sandy Alcantara,Brandon Woodruff,,,,0.0383,3.8%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup; Away team travel-fatigued,UNDER,7.5,0.5383,,
FULL GAME TOTAL,2026-04-18,CHC,NYM,,Jameson Taillon,Freddy Peralta,,,,0.0345,3.5%,,NO PLAY,False,Away team travel-fatigued,UNDER,8.0,0.5345,,
FULL GAME TOTAL,2026-04-18,LAA,SD,,Yusei Kikuchi,Germán Márquez,,,,0.0272,2.7%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,9.5,0.5272,,
FULL GAME TOTAL,2026-04-18,BOS,DET,,Brayan Bello,Tarik Skubal,,,,0.0229,2.3%,,NO PLAY,False,Hitter-friendly park favors OVER; Away team travel-fatigued,OVER,7.0,0.5229,,
FULL GAME TOTAL,2026-04-18,HOU,STL,,Lance McCullers Jr.,Andre Pallante,,,,0.0219,2.2%,,NO PLAY,False,Weak pitching matchup; Home team travel-fatigued,OVER,9.0,0.5219,,
FULL GAME TOTAL,2026-04-18,MIN,CIN,,Taj Bradley,Andrew Abbott,,,,0.0211,2.1%,,NO PLAY,False,Away team travel-fatigued,OVER,8.0,0.5211,,
FULL GAME TOTAL,2026-04-18,CLE,BAL,,Gavin Williams,Dean Kremer,,,,0.0013,0.1%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,7.5,0.5013,,
FULL GAME TOTAL,2026-04-18,PHI,ATL,,Cristopher Sánchez,Chris Sale,,,,0.0013,0.1%,,NO PLAY,False,Elite SP matchup,UNDER,7.0,0.5013,,
F5 TOTAL,2026-04-18,MIN,CIN,,Taj Bradley,Andrew Abbott,,,,0.1144,11.4%,,NO PLAY,True,Strong value; Away team travel-fatigued,UNDER,4.4,0.6144,,
F5 TOTAL,2026-04-18,PIT,TB,,Paul Skenes,Drew Rasmussen,,,,0.1142,11.4%,,NO PLAY,False,Elite SP matchup; Strong value; Both teams travel-fatigued,UNDER,3.9,0.6142,,
F5 TOTAL,2026-04-18,NYY,KC,,Will Warren,Noah Cameron,,,,0.0776,7.8%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Both teams travel-fatigued",UNDER,4.4,0.5776,,
F5 TOTAL,2026-04-18,HOU,STL,,Lance McCullers Jr.,Andre Pallante,,,,0.0693,6.9%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Home team travel-fatigued",UNDER,5.0,0.5693,,
F5 TOTAL,2026-04-18,SEA,TEX,,George Kirby,Nathan Eovaldi,,,,0.0682,6.8%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Both teams travel-fatigued,UNDER,3.9,0.5682,,
F5 TOTAL,2026-04-18,PHI,ATL,,Cristopher Sánchez,Chris Sale,,,,0.0624,6.2%,,NO PLAY,False,"Elite SPs, but line overreacts",OVER,3.9,0.5624,,
F5 TOTAL,2026-04-18,ARI,TOR,,Zac Gallen,Max Scherzer,,,,0.0537,5.4%,,NO PLAY,False,Hitter-friendly park favors OVER; Weak pitching matchup; Away team travel-fatigued,OVER,5.0,0.5537,,
F5 TOTAL,2026-04-18,MIA,MIL,,Sandy Alcantara,Brandon Woodruff,,,,0.0527,5.3%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup; Away team travel-fatigued,UNDER,4.1,0.5527,,
F5 TOTAL,2026-04-18,BOS,DET,,Brayan Bello,Tarik Skubal,,,,0.0494,4.9%,,NO PLAY,False,Hitter-friendly park favors OVER; Away team travel-fatigued,OVER,3.9,0.5494,,
F5 TOTAL,2026-04-18,WSH,SF,,Cade Cavalli,Adrian Houser,,,,0.0477,4.8%,,NO PLAY,False,Both teams travel-fatigued,OVER,5.2,0.5477,,
F5 TOTAL,2026-04-18,LAA,SD,,Yusei Kikuchi,Germán Márquez,,,,0.0209,2.1%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,5.2,0.5209,,
F5 TOTAL,2026-04-18,CLE,BAL,,Gavin Williams,Dean Kremer,,,,0.0097,1.0%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,4.1,0.5097,,
F5 TOTAL,2026-04-18,CHC,NYM,,Jameson Taillon,Freddy Peralta,,,,0.0069,0.7%,,NO PLAY,False,Away team travel-fatigued,UNDER,4.4,0.5069,,
F5 TOTAL,2026-04-18,COL,LAD,,Ryan Feltner,Emmet Sheehan,,,,0.0044,0.4%,,NO PLAY,False,Hitter-friendly park favors OVER; Weak pitching matchup; Home team travel-fatigued,OVER,6.1,0.5044,,
1ST INN ML,2026-04-18,ARI,TOR,,Zac Gallen,Max Scherzer,,,,0.0973,9.7%,,LOW,True,Standard play,ARI,,0.6211,-110.0,
1ST INN ML,2026-04-18,PHI,ATL,,Cristopher Sánchez,Chris Sale,,,,0.0635,6.3%,,NO PLAY,False,Elite pitching matchup,ATL,,0.5873,-110.0,
1ST INN ML,2026-04-18,PIT,TB,,Paul Skenes,Drew Rasmussen,,,,0.0594,5.9%,,NO PLAY,False,Elite pitching matchup,TB,,0.5832,-110.0,
1ST INN ML,2026-04-18,MIN,CIN,,Taj Bradley,Andrew Abbott,,,,0.0535,5.3%,,NO PLAY,False,Standard play,MIN,,0.5773,-110.0,
1ST INN ML,2026-04-18,COL,LAD,,Ryan Feltner,Emmet Sheehan,,,,0.0441,4.4%,,NO PLAY,False,Standard play,COL,,0.5679,-110.0,
1ST INN ML,2026-04-18,MIA,MIL,,Sandy Alcantara,Brandon Woodruff,,,,0.0358,3.6%,,NO PLAY,False,Elite pitching matchup,MIL,,0.5596,-110.0,
1ST INN ML,2026-04-18,SEA,TEX,,George Kirby,Nathan Eovaldi,,,,0.0306,3.1%,,NO PLAY,False,Standard play,SEA,,0.5544,-110.0,
1ST INN ML,2026-04-18,LAA,SD,,Yusei Kikuchi,Germán Márquez,,,,0.0273,2.7%,,NO PLAY,False,Standard play,LAA,,0.5511,-110.0,
1ST INN ML,2026-04-18,CHC,NYM,,Jameson Taillon,Freddy Peralta,,,,0.0234,2.3%,,NO PLAY,False,Standard play,NYM,,0.5472,-110.0,
1ST INN ML,2026-04-18,CLE,BAL,,Gavin Williams,Dean Kremer,,,,0.0195,1.9%,,NO PLAY,False,Elite pitching matchup,BAL,,0.5433,-110.0,
1ST INN ML,2026-04-18,WSH,SF,,Cade Cavalli,Adrian Houser,,,,0.0044,0.4%,,NO PLAY,False,Standard play,WSH,,0.5282,-110.0,
1ST INN ML,2026-04-18,BOS,DET,,Brayan Bello,Tarik Skubal,,,,0.0027,0.3%,,NO PLAY,False,Standard play,DET,,0.5265,-110.0,
1ST INN ML,2026-04-18,HOU,STL,,Lance McCullers Jr.,Andre Pallante,,,,-0.0039,-0.4%,,NO PLAY,False,Standard play,HOU,,0.52,-110.0,
1ST INN ML,2026-04-18,OAK,CWS,,Luis Severino,Erick Fedde,,,,-0.0045,-0.5%,,NO PLAY,False,Standard play,CWS,,0.5193,-110.0,
1ST INN ML,2026-04-18,NYY,KC,,Will Warren,Noah Cameron,,,,-0.0058,-0.6%,,NO PLAY,False,Elite pitching matchup,NYY,,0.518,-110.0,
1ST INN TOTAL,2026-04-18,CLE,BAL,,Gavin Williams,Dean Kremer,,,,0.0701,7.0%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5939,-110.0,
1ST INN TOTAL,2026-04-18,OAK,CWS,,Luis Severino,Erick Fedde,,,,0.0406,4.1%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5644,-110.0,
1ST INN TOTAL,2026-04-18,NYY,KC,,Will Warren,Noah Cameron,,,,0.018,1.8%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,0.5,0.5418,-110.0,
1ST INN TOTAL,2026-04-18,LAA,SD,,Yusei Kikuchi,Germán Márquez,,,,0.0136,1.4%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5374,-110.0,
1ST INN TOTAL,2026-04-18,MIA,MIL,,Sandy Alcantara,Brandon Woodruff,,,,0.0133,1.3%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,0.5,0.5371,-110.0,
1ST INN TOTAL,2026-04-18,COL,LAD,,Ryan Feltner,Emmet Sheehan,,,,0.011,1.1%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,0.5,0.5348,-110.0,
1ST INN TOTAL,2026-04-18,SEA,TEX,,George Kirby,Nathan Eovaldi,,,,0.0094,0.9%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5332,-110.0,
1ST INN TOTAL,2026-04-18,MIN,CIN,,Taj Bradley,Andrew Abbott,,,,-0.0033,-0.3%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5205,-110.0,
1ST INN TOTAL,2026-04-18,CHC,NYM,,Jameson Taillon,Freddy Peralta,,,,-0.0051,-0.5%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5187,-110.0,
1ST INN TOTAL,2026-04-18,PHI,ATL,,Cristopher Sánchez,Chris Sale,,,,-0.0089,-0.9%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,0.5,0.5149,-110.0,
1ST INN TOTAL,2026-04-18,PIT,TB,,Paul Skenes,Drew Rasmussen,,,,-0.0105,-1.0%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5133,-110.0,
1ST INN TOTAL,2026-04-18,WSH,SF,,Cade Cavalli,Adrian Houser,,,,-0.0118,-1.2%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.512,-110.0,
1ST INN TOTAL,2026-04-18,ARI,TOR,,Zac Gallen,Max Scherzer,,,,-0.014,-1.4%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5098,-110.0,
1ST INN TOTAL,2026-04-18,BOS,DET,,Brayan Bello,Tarik Skubal,,,,-0.0222,-2.2%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5016,-110.0,
1ST INN TOTAL,2026-04-18,HOU,STL,,Lance McCullers Jr.,Andre Pallante,,,,-0.0225,-2.3%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5013,-110.0,
PITCHER K,2026-04-18,PIT,TB,,,,,,,0.2775,27.7%,,HIGH,True,Strong value,UNDER 6.5 Ks,6.5,0.7775,-135.0,Paul Skenes
PITCHER K,2026-04-18,PHI,ATL,,,,,,,0.2764,27.6%,,HIGH,True,Strong value,UNDER 6.2 Ks,6.2,0.7764,-110.0,Cristopher Sánchez
PITCHER K,2026-04-18,OAK,CWS,,,,,,,0.2077,20.8%,,HIGH,False,Facing high-K team; Strong value,OVER 2.7 Ks,2.7,0.7077,-110.0,Erick Fedde
PITCHER K,2026-04-18,ARI,TOR,,,,,,,0.1984,19.8%,,HIGH,False,Strong value,UNDER 4.5 Ks,4.5,0.6984,-152.0,Zac Gallen
PITCHER K,2026-04-18,LAA,SD,,,,,,,0.1963,19.6%,,HIGH,False,Facing high-K team; Strong value,OVER 2.7 Ks,2.7,0.6963,-110.0,Germán Márquez
PITCHER K,2026-04-18,CLE,BAL,,,,,,,0.1817,18.2%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,4.5,0.6817,-140.0,Dean Kremer
PITCHER K,2026-04-18,SEA,TEX,,,,,,,0.1779,17.8%,,HIGH,False,Facing high-K team; Strong value,OVER 5.5 Ks,5.5,0.6779,-142.0,George Kirby
PITCHER K,2026-04-18,BOS,DET,,,,,,,0.1662,16.6%,,HIGH,False,Strong value,UNDER 7.5 Ks,7.5,0.6662,-108.0,Tarik Skubal
PITCHER K,2026-04-18,MIA,MIL,,,,,,,0.1558,15.6%,,HIGH,False,Strong value,UNDER 5.5 Ks,5.5,0.6558,-160.0,Brandon Woodruff
PITCHER K,2026-04-18,CHC,NYM,,,,,,,0.1445,14.4%,,HIGH,False,Strong value,UNDER 5.5 Ks,5.5,0.6445,102.0,Freddy Peralta
PITCHER K,2026-04-18,NYY,KC,,,,,,,0.1397,14.0%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,4.5,0.6397,-125.0,Noah Cameron
PITCHER K,2026-04-18,PHI,ATL,,,,,,,0.1341,13.4%,,HIGH,False,Strong value,UNDER 7.5 Ks,7.5,0.6341,-110.0,Chris Sale
PITCHER K,2026-04-18,MIN,CIN,,,,,,,0.1209,12.1%,,HIGH,False,Facing high-K team; Strong value,OVER 6.5 Ks,6.5,0.6209,112.0,Taj Bradley
PITCHER K,2026-04-18,HOU,STL,,,,,,,0.1164,11.6%,,MEDIUM,False,Low K average; Strong value,UNDER 4.5 Ks,4.5,0.6164,118.0,Lance McCullers Jr.
PITCHER K,2026-04-18,CLE,BAL,,,,,,,0.107,10.7%,,MEDIUM,False,Facing high-K team; Strong value,OVER 6.5 Ks,6.5,0.607,-145.0,Gavin Williams
PITCHER K,2026-04-18,COL,LAD,,,,,,,0.0962,9.6%,,LOW,False,Facing high-K team,OVER 3.5 Ks,3.5,0.5962,-130.0,Ryan Feltner
PITCHER K,2026-04-18,COL,LAD,,,,,,,0.0938,9.4%,,LOW,False,Facing high-K team,OVER 5.5 Ks,5.5,0.5938,-150.0,Emmet Sheehan
PITCHER K,2026-04-18,CHC,NYM,,,,,,,0.0735,7.3%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,4.5,0.5735,-109.0,Jameson Taillon
PITCHER K,2026-04-18,LAA,SD,,,,,,,0.0702,7.0%,,NO PLAY,False,Standard play,UNDER 4.5 Ks,4.5,0.5702,105.0,Yusei Kikuchi
PITCHER K,2026-04-18,HOU,STL,,,,,,,0.0687,6.9%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,3.5,0.5687,-165.0,Andre Pallante
PITCHER K,2026-04-18,MIN,CIN,,,,,,,0.0672,6.7%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,4.5,0.5672,-139.0,Andrew Abbott
PITCHER K,2026-04-18,WSH,SF,,,,,,,0.0639,6.4%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,3.5,0.5639,-135.0,Adrian Houser
PITCHER K,2026-04-18,WSH,SF,,,,,,,0.0496,5.0%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,3.5,0.5496,104.0,Cade Cavalli
PITCHER K,2026-04-18,NYY,KC,,,,,,,0.0404,4.0%,,NO PLAY,False,Standard play,UNDER 4.5 Ks,4.5,0.5404,112.0,Will Warren
PITCHER K,2026-04-18,SEA,TEX,,,,,,,0.0312,3.1%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,5.5,0.5312,-141.0,Nathan Eovaldi
PITCHER K,2026-04-18,PIT,TB,,,,,,,0.0298,3.0%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,4.5,0.5298,-120.0,Drew Rasmussen
PITCHER K,2026-04-18,MIA,MIL,,,,,,,0.022,2.2%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,4.5,0.522,-141.0,Sandy Alcantara
PITCHER K,2026-04-18,ARI,TOR,,,,,,,0.0185,1.8%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,4.5,0.5185,126.0,Max Scherzer
PITCHER K,2026-04-18,OAK,CWS,,,,,,,0.0167,1.7%,,NO PLAY,False,Low K average,UNDER 4.0 Ks,4.0,0.5167,-110.0,Luis Severino
PITCHER K,2026-04-18,BOS,DET,,,,,,,0.0043,0.4%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,4.5,0.5043,105.0,Brayan Bello
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.3563,35.6%,,HIGH,True,Strong value,OVER 0.5 hits,0.5,0.8563,-105.0,Ryan Kreidler
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.3358,33.6%,,HIGH,True,Hot streak; Strong value,OVER 0.5 hits,0.5,0.8358,-157.0,Michael Busch
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.3211,32.1%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,1.5,0.8211,-179.0,Andy Pages
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.3149,31.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.8149,119.0,Ben Rice
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.3097,31.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8097,-144.0,Heriberto Hernandez
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.306,30.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.806,-208.0,Geraldo Perdomo
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.3053,30.5%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.8053,-150.0,Marcell Ozuna
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.3038,30.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8038,-104.0,Leo Rivas
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.3007,30.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.8007,-227.0,Vladimir Guerrero Jr.
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.297,29.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.797,-177.0,Kerry Carpenter
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.2968,29.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7968,-187.0,Jakob Marsee
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.2939,29.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7939,150.0,Oneil Cruz
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.2848,28.5%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7848,-260.0,William Contreras
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.2846,28.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7846,105.0,Luke Raley
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.2836,28.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7836,170.0,Ernie Clement
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.2819,28.2%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7819,-273.0,CJ Abrams
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.2803,28.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7803,-135.0,David Hamilton
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.2773,27.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7773,-140.0,Ke'Bryan Hayes
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.273,27.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.773,131.0,Matt Olson
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.2723,27.2%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7723,101.0,Nick Fortes
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.2676,26.8%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.7676,-157.0,Nathan Church
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.2673,26.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7673,-115.0,Samuel Basallo
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.2655,26.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7655,187.0,Xavier Edwards
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.2609,26.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7609,-244.0,Yordan Alvarez
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.26,26.0%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.76,169.0,Otto Lopez
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.2587,25.9%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.7587,-135.0,MJ Melendez
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2583,25.8%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7583,-248.0,Miguel Andujar
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.2568,25.7%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7568,-184.0,Will Smith
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2548,25.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7548,-210.0,Manny Machado
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.2545,25.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7545,-148.0,Jake McCarthy
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.2514,25.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7514,159.0,Yandy Diaz
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.245,24.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.745,141.0,Brandon Lowe
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.244,24.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.744,-159.0,Vinnie Pasquantino
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.2426,24.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7426,115.0,Carson Kelly
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.2409,24.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7409,125.0,Jeremiah Jackson
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.2397,24.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7397,-150.0,Kyle Karros
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.2389,23.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7389,-128.0,Justin Crawford
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2377,23.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7377,133.0,Oswald Peraza
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.2344,23.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7344,-136.0,Rece Hinds
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2318,23.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7318,-150.0,Logan O'Hoppe
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.2299,23.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7299,-140.0,Kazuma Okamoto
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.2294,22.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7294,-106.0,Daniel Schneemann
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.2293,22.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7293,-105.0,Colton Cowser
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.2291,22.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7291,-177.0,TJ Friedl
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.2284,22.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7284,-116.0,Nolan Gorman
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.2272,22.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7272,-160.0,Alek Thomas
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.2269,22.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7269,-118.0,Cedric Mullins
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.2258,22.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7258,-150.0,Patrick Bailey
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.2249,22.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7249,147.0,Jordan Walker
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.2244,22.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7244,-200.0,Julio Rodriguez
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.2239,22.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7239,153.0,Ildemaro Vargas
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2189,21.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7189,166.0,Jo Adell
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.217,21.7%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.717,-143.0,Caleb Durbin
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.2159,21.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7159,-109.0,Lane Thomas
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.2155,21.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7155,-120.0,Henry Davis
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2094,20.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7094,183.0,Jackson Merrill
