bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,line,model_prob,odds,player_name
FULL GAME TOTAL,2026-04-17,CHC,NYM,,Edward Cabrera,Kodai Senga,,,,0.012,1.2%,,NO PLAY,False,Both teams travel-fatigued,OVER,10.5,0.512,,
FULL GAME TOTAL,2026-04-17,PHI,ATL,,Taijuan Walker,Martín Pérez,,,,0.0076,0.8%,,NO PLAY,False,Weak pitching matchup; Both teams travel-fatigued,OVER,9.5,0.5076,,
F5 TOTAL,2026-04-17,SEA,TEX,,Logan Gilbert,Jacob deGrom,,,,0.0872,8.7%,,NO PLAY,True,Pitcher-friendly park favors UNDER; Strong value; Both teams travel-fatigued,UNDER,3.6,0.5872,,
F5 TOTAL,2026-04-17,MIN,CIN,,Joe Ryan,Brandon Williamson,,,,0.0807,8.1%,,NO PLAY,False,Strong value; Both teams travel-fatigued,UNDER,4.4,0.5807,,
F5 TOTAL,2026-04-17,HOU,STL,,Peter Lambert,Kyle Leahy,,,,0.073,7.3%,,NO PLAY,False,Both teams travel-fatigued,UNDER,5.0,0.573,,
F5 TOTAL,2026-04-17,PIT,TB,,Bubba Chandler,Nick Martinez,,,,0.0659,6.6%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,4.7,0.5659,,
F5 TOTAL,2026-04-17,BOS,DET,,Ranger Suarez,Casey Mize,,,,0.0538,5.4%,,NO PLAY,False,Hitter-friendly park favors OVER; Both teams travel-fatigued,OVER,4.4,0.5538,,
F5 TOTAL,2026-04-17,ARI,TOR,,Michael Soroka,Eric Lauer,,,,0.0495,4.9%,,NO PLAY,False,Hitter-friendly park favors OVER; Weak pitching matchup; Both teams travel-fatigued,OVER,4.7,0.5495,,
F5 TOTAL,2026-04-17,MIA,MIL,,Janson Junk,TBD,,,,0.045,4.5%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Both teams travel-fatigued,UNDER,4.4,0.545,,
F5 TOTAL,2026-04-17,COL,LAD,,Tomoyuki Sugano,Tyler Glasnow,,,,0.0442,4.4%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,5.2,0.5442,,
F5 TOTAL,2026-04-17,CHC,NYM,,Edward Cabrera,Kodai Senga,,,,0.042,4.2%,,NO PLAY,False,Both teams travel-fatigued,UNDER,5.8,0.542,,
F5 TOTAL,2026-04-17,LAA,SD,,José Soriano,Matt Waldron,,,,0.0354,3.5%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,4.4,0.5354,,
F5 TOTAL,2026-04-17,NYY,KC,,Cam Schlittler,Michael Wacha,,,,0.0309,3.1%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Both teams travel-fatigued",UNDER,4.4,0.5309,,
F5 TOTAL,2026-04-17,CLE,BAL,,Tanner Bibee,Chris Bassitt,,,,0.0302,3.0%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,4.4,0.5302,,
F5 TOTAL,2026-04-17,PHI,ATL,,Taijuan Walker,Martín Pérez,,,,0.0268,2.7%,,NO PLAY,False,Weak pitching matchup; Both teams travel-fatigued,OVER,5.2,0.5268,,
F5 TOTAL,2026-04-17,WSH,SF,,Zack Littell,Logan Webb,,,,0.0258,2.6%,,NO PLAY,False,Both teams travel-fatigued,OVER,4.4,0.5258,,
1ST INN ML,2026-04-17,ARI,TOR,,Michael Soroka,Eric Lauer,,,,0.1054,10.5%,,LOW,True,Strong value,ARI,,0.6292,-110.0,
1ST INN ML,2026-04-17,LAA,SD,,José Soriano,Matt Waldron,,,,0.091,9.1%,,LOW,True,Standard play,LAA,,0.6148,-110.0,
1ST INN ML,2026-04-17,OAK,CWS,,Aaron Civale,Davis Martin,,,,0.0884,8.8%,,LOW,False,Elite pitching matchup,CWS,,0.6122,-110.0,
1ST INN ML,2026-04-17,CLE,BAL,,Tanner Bibee,Chris Bassitt,,,,0.0831,8.3%,,LOW,False,Standard play,CLE,,0.6069,-110.0,
1ST INN ML,2026-04-17,CHC,NYM,,Edward Cabrera,Kodai Senga,,,,0.0654,6.5%,,NO PLAY,False,Standard play,CHC,,0.5892,-110.0,
1ST INN ML,2026-04-17,MIN,CIN,,Joe Ryan,Brandon Williamson,,,,0.0513,5.1%,,NO PLAY,False,Standard play,MIN,,0.5751,-110.0,
1ST INN ML,2026-04-17,NYY,KC,,Cam Schlittler,Michael Wacha,,,,0.029,2.9%,,NO PLAY,False,Elite pitching matchup,KC,,0.5529,-110.0,
1ST INN ML,2026-04-17,HOU,STL,,Peter Lambert,Kyle Leahy,,,,0.0239,2.4%,,NO PLAY,False,Standard play,HOU,,0.5477,-110.0,
1ST INN ML,2026-04-17,PIT,TB,,Bubba Chandler,Nick Martinez,,,,0.0219,2.2%,,NO PLAY,False,Elite pitching matchup,TB,,0.5457,-110.0,
1ST INN ML,2026-04-17,SEA,TEX,,Logan Gilbert,Jacob deGrom,,,,0.0192,1.9%,,NO PLAY,False,Standard play,TEX,,0.5431,-110.0,
1ST INN ML,2026-04-17,MIA,MIL,,Janson Junk,TBD,,,,0.0146,1.5%,,NO PLAY,False,Standard play,MIA,,0.5384,-110.0,
1ST INN ML,2026-04-17,WSH,SF,,Zack Littell,Logan Webb,,,,0.0104,1.0%,,NO PLAY,False,Standard play,WSH,,0.5342,-110.0,
1ST INN ML,2026-04-17,PHI,ATL,,Taijuan Walker,Martín Pérez,,,,-0.0018,-0.2%,,NO PLAY,False,Standard play,ATL,,0.522,-110.0,
1ST INN ML,2026-04-17,COL,LAD,,Tomoyuki Sugano,Tyler Glasnow,,,,-0.0055,-0.5%,,NO PLAY,False,Elite pitching matchup,LAD,,0.5183,-110.0,
1ST INN ML,2026-04-17,BOS,DET,,Ranger Suarez,Casey Mize,,,,-0.02,-2.0%,,NO PLAY,False,Standard play,BOS,,0.5038,-110.0,
1ST INN TOTAL,2026-04-17,COL,LAD,,Tomoyuki Sugano,Tyler Glasnow,,,,0.0855,8.5%,,LOW,True,Hitter-friendly park,OVER 0.5,0.5,0.6093,-110.0,
1ST INN TOTAL,2026-04-17,PHI,ATL,,Taijuan Walker,Martín Pérez,,,,0.0396,4.0%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5634,-110.0,
1ST INN TOTAL,2026-04-17,NYY,KC,,Cam Schlittler,Michael Wacha,,,,0.0241,2.4%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,0.5,0.5479,-110.0,
1ST INN TOTAL,2026-04-17,ARI,TOR,,Michael Soroka,Eric Lauer,,,,0.0184,1.8%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,0.5,0.5422,-110.0,
1ST INN TOTAL,2026-04-17,SEA,TEX,,Logan Gilbert,Jacob deGrom,,,,0.0176,1.8%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5414,-110.0,
1ST INN TOTAL,2026-04-17,PIT,TB,,Bubba Chandler,Nick Martinez,,,,0.0161,1.6%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,0.5,0.5399,-110.0,
1ST INN TOTAL,2026-04-17,OAK,CWS,,Aaron Civale,Davis Martin,,,,0.0158,1.6%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5397,-110.0,
1ST INN TOTAL,2026-04-17,CHC,NYM,,Edward Cabrera,Kodai Senga,,,,0.0077,0.8%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5315,-110.0,
1ST INN TOTAL,2026-04-17,BOS,DET,,Ranger Suarez,Casey Mize,,,,0.0009,0.1%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,0.5,0.5247,-110.0,
1ST INN TOTAL,2026-04-17,LAA,SD,,José Soriano,Matt Waldron,,,,-0.0017,-0.2%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5222,-110.0,
1ST INN TOTAL,2026-04-17,WSH,SF,,Zack Littell,Logan Webb,,,,-0.006,-0.6%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5178,-110.0,
1ST INN TOTAL,2026-04-17,MIA,MIL,,Janson Junk,TBD,,,,-0.0067,-0.7%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5171,-110.0,
1ST INN TOTAL,2026-04-17,MIN,CIN,,Joe Ryan,Brandon Williamson,,,,-0.0168,-1.7%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.507,-110.0,
1ST INN TOTAL,2026-04-17,CLE,BAL,,Tanner Bibee,Chris Bassitt,,,,-0.0221,-2.2%,,NO PLAY,False,Standard play,UNDER 0.5,0.5,0.5017,-110.0,
1ST INN TOTAL,2026-04-17,HOU,STL,,Peter Lambert,Kyle Leahy,,,,-0.0237,-2.4%,,NO PLAY,False,Standard play,OVER 0.5,0.5,0.5001,-110.0,
PITCHER K,2026-04-17,ARI,TOR,,,,,,,0.2879,28.8%,,HIGH,True,Strong value,UNDER 4.5 Ks,4.5,0.7879,111.0,Michael Soroka
PITCHER K,2026-04-17,PIT,TB,,,,,,,0.2709,27.1%,,HIGH,True,Strong value,UNDER 4.5 Ks,4.5,0.7709,-110.0,Bubba Chandler
PITCHER K,2026-04-17,WSH,SF,,,,,,,0.192,19.2%,,HIGH,False,Low K average; Strong value,UNDER 3.5 Ks,3.5,0.692,-180.0,Zack Littell
PITCHER K,2026-04-17,NYY,KC,,,,,,,0.1752,17.5%,,HIGH,False,Strong value,UNDER 5.5 Ks,5.5,0.6752,117.0,Cam Schlittler
PITCHER K,2026-04-17,PHI,ATL,,,,,,,0.1628,16.3%,,HIGH,False,Low K average; Strong value,UNDER 3.5 Ks,3.5,0.6628,-150.0,Taijuan Walker
PITCHER K,2026-04-17,COL,LAD,,,,,,,0.1626,16.3%,,HIGH,False,Facing high-K team; Strong value,OVER 3.5 Ks,3.5,0.6626,112.0,Tomoyuki Sugano
PITCHER K,2026-04-17,PHI,ATL,,,,,,,0.1357,13.6%,,HIGH,False,Facing high-K team; Strong value,OVER 3.1 Ks,3.1,0.6357,-110.0,Martín Pérez
PITCHER K,2026-04-17,OAK,CWS,,,,,,,0.1306,13.1%,,HIGH,False,Facing high-K team; Strong value,OVER 3.6 Ks,3.6,0.6306,-110.0,Aaron Civale
PITCHER K,2026-04-17,NYY,KC,,,,,,,0.1237,12.4%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,4.5,0.6237,-115.0,Michael Wacha
PITCHER K,2026-04-17,SEA,TEX,,,,,,,0.1189,11.9%,,MEDIUM,False,Strong value,UNDER 6.5 Ks,6.5,0.6189,110.0,Jacob deGrom
PITCHER K,2026-04-17,LAA,SD,,,,,,,0.117,11.7%,,MEDIUM,False,Strong value,UNDER 5.5 Ks,5.5,0.617,-126.0,José Soriano
PITCHER K,2026-04-17,OAK,CWS,,,,,,,0.1145,11.5%,,MEDIUM,False,Facing high-K team; Strong value,OVER 3.6 Ks,3.6,0.6145,-110.0,Davis Martin
PITCHER K,2026-04-17,MIA,MIL,,,,,,,0.1113,11.1%,,MEDIUM,False,Facing high-K team; Strong value,OVER 3.5 Ks,3.5,0.6113,-149.0,Janson Junk
PITCHER K,2026-04-17,COL,LAD,,,,,,,0.1047,10.5%,,MEDIUM,False,Strong value,UNDER 7.5 Ks,7.5,0.6047,-120.0,Tyler Glasnow
PITCHER K,2026-04-17,MIN,CIN,,,,,,,0.0943,9.4%,,LOW,False,Facing high-K team,OVER 7.5 Ks,7.5,0.5943,102.0,Joe Ryan
PITCHER K,2026-04-17,SEA,TEX,,,,,,,0.0895,8.9%,,LOW,False,Facing high-K team,OVER 7.5 Ks,7.5,0.5895,-115.0,Logan Gilbert
PITCHER K,2026-04-17,WSH,SF,,,,,,,0.0765,7.7%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,5.5,0.5765,-144.0,Logan Webb
PITCHER K,2026-04-17,CLE,BAL,,,,,,,0.0667,6.7%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,5.5,0.5667,-137.0,Tanner Bibee
PITCHER K,2026-04-17,CLE,BAL,,,,,,,0.0591,5.9%,,NO PLAY,False,Standard play,UNDER 3.5 Ks,3.5,0.5591,106.0,Chris Bassitt
PITCHER K,2026-04-17,BOS,DET,,,,,,,0.047,4.7%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,4.5,0.547,-127.0,Ranger Suarez
PITCHER K,2026-04-17,BOS,DET,,,,,,,0.0414,4.1%,,NO PLAY,False,Standard play,UNDER 4.5 Ks,4.5,0.5414,108.0,Casey Mize
PITCHER K,2026-04-17,ARI,TOR,,,,,,,0.0194,1.9%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,3.5,0.5194,100.0,Eric Lauer
PITCHER K,2026-04-17,CHC,NYM,,,,,,,0.0093,0.9%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,5.5,0.5093,-104.0,Edward Cabrera
PITCHER K,2026-04-17,PIT,TB,,,,,,,0.0068,0.7%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,4.5,0.5068,-159.0,Nick Martinez
PITCHER K,2026-04-17,CHC,NYM,,,,,,,0.0051,0.5%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,5.5,0.5051,115.0,Kodai Senga
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.3587,35.9%,,HIGH,True,Hot streak; Strong value,OVER 0.5 hits,0.5,0.8587,-165.0,Nathan Church
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.3486,34.9%,,HIGH,True,Strong value,OVER 0.5 hits,0.5,0.8486,-215.0,Michael Busch
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.3452,34.5%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,1.5,0.8452,-222.0,Andy Pages
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.3441,34.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8441,-118.0,Ryan Kreidler
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.3414,34.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8414,-238.0,Geraldo Perdomo
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.3383,33.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.8383,158.0,Matt Olson
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.3299,33.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8299,-116.0,Ryan McMahon
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.3194,31.9%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.8194,-244.0,Vladimir Guerrero Jr.
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.3183,31.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.8183,144.0,Dominic Smith
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.312,31.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.812,-189.0,Jakob Marsee
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.3097,31.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8097,-182.0,Heriberto Hernandez
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.3048,30.5%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.8048,-270.0,Yandy Diaz
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.3046,30.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.8046,115.0,Hunter Feduccia
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.3016,30.2%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.8016,-123.0,Luke Raley
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.2989,29.9%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7989,196.0,William Contreras
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.2959,29.6%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7959,169.0,CJ Abrams
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.2905,29.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7905,115.0,Nick Fortes
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.2892,28.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7892,-155.0,Trent Grisham
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.2798,28.0%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,0.5,0.7798,170.0,Xavier Edwards
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.2773,27.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7773,-132.0,Ke'Bryan Hayes
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.2768,27.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7768,176.0,Oneil Cruz
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.2746,27.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7746,165.0,Ben Rice
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2728,27.3%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.7728,-135.0,Yoan Moncada
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.2629,26.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7629,-138.0,Nolan Gorman
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.2611,26.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7611,-164.0,TJ Friedl
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.261,26.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.761,164.0,Ernie Clement
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.2596,26.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7596,-120.0,Kyle Karros
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.2593,25.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7593,156.0,Mauricio Dubon
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2583,25.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7583,140.0,Miguel Andujar
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.2572,25.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7572,-227.0,Nolan Arenado
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.2563,25.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7563,-123.0,Josh Smith
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.2534,25.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7534,-140.0,Cedric Mullins
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.2481,24.8%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7481,-213.0,Teoscar Hernandez
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.2456,24.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7456,-152.0,Spencer Horwitz
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.2445,24.4%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,1.5,0.7445,200.0,Yordan Alvarez
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.2416,24.2%,,HIGH,False,High BA; Strong value,OVER 0.5 hits,0.5,0.7416,-123.0,Kyle Isbel
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.2382,23.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7382,-110.0,Colton Cowser
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.2378,23.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7378,-140.0,Austin Wells
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.2378,23.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7378,185.0,Otto Lopez
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.2376,23.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7376,174.0,Ryan O'Hearn
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.2361,23.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7361,-149.0,David Hamilton
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.2345,23.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7345,128.0,Jeremiah Jackson
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.2344,23.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7344,-111.0,Rece Hinds
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.2342,23.4%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.7342,180.0,Ketel Marte
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2337,23.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7337,-147.0,Jake Cronenworth
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2321,23.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7321,-190.0,Manny Machado
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.2315,23.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7315,180.0,Ildemaro Vargas
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2305,23.0%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7305,162.0,Jo Adell
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.2288,22.9%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7288,-218.0,Drake Baldwin
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.2281,22.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7281,-185.0,Brett Baty
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2261,22.6%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7261,179.0,Jackson Merrill
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.2259,22.6%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7259,160.0,Jordan Walker
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.2258,22.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7258,-155.0,Patrick Bailey
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.2244,22.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7244,-149.0,Kazuma Okamoto
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.2229,22.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7229,-127.0,Matt Wallner
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.2149,21.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7149,-210.0,Caleb Durbin
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.2143,21.4%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.7143,-190.0,Carson Benge
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2105,21.0%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7105,170.0,Mike Trout
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2084,20.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7084,169.0,Ramon Laureano
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.2082,20.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7082,-139.0,Henry Davis
